ztfid,recommendation_mjd,ra,dec,latest_magnitude,score,comment
ANT2025h50kqhgrn3vp,60300,154.2254352999998,-5.866450341787783,17.238122940063477,,TNS: 2025yz; Class: SN Ia; z=0.038353
ANT2025sabcxhn0tajb,60300,139.61737875204278,73.76248750823903,16.217947006225586,,TNS: 2025qe; Class: SN Iax[02cx-like]; z=0.0075
ANT2025ehgowafw9hz9,60300,246.04217199425955,25.66922420897704,16.95515251159668,,TNS: 2025nb
ANT20253kuwjeql3ll8,60300,136.1601387938907,18.466676101494528,15.463980674743652,,TNS: 2025oq; Class: SN Ic; z=0.01133
ANT2025gmfu4kei74jl,60300,46.9537354,-4.260345100000009,18.07210159301757,,TNS: 2025afh; Class: SN Ia; z=0.031
ANT202513552bjcitqg,60300,9.494102580353346,8.637095363417842,17.961477279663086,,TNS: 2025arw
ANT2025dg1jatint1wl,60300,31.0779061,-8.740994400000005,17.684696197509766,,TNS: 2025yn; Class: SN II; z=0.017
ANT2025xcatqkg8otbt,60300,14.9264152,26.65136889999999,18.266075134277344,,TNS: 2025zt
ANT2025j3bdbx7etlm0,60300,224.93529980748872,51.46307850737459,16.313596725463867,,TNS: 2025adj; Class: SN II; z=0.011389
ANT2025hlmql2x4acfh,60300,158.9880427,-19.772405300000003,16.48605728149414,,
ANT20254foj83jfeko0,60300,120.277859,-1.587960803993255,15.915590286254885,,
ANT2025ue8s101sn69x,60300,195.5398065,3.104163974482546,17.802200317382812,,TNS: 2025acj; Class: SN Ia; z=0.04712
ANT20252errpy946dbb,60300,136.99827688040375,41.20915083015545,16.855615615844727,,TNS: 2025arb; Class: SN Ia; z=0.02635
ANT20253c5ns42olf2n,60300,158.3589315,1.84142080237487,16.312692642211914,,TNS: 2025acu; Class: SN Ia; z=0.029
ANT2025ky1mg2m2gjco,60300,230.0837496698894,10.78553649325103,18.453332901000977,,TNS: 2025azi; Class: SN Ia; z=0.082
ANT2025k40je2t7dk3i,60300,175.74651629072162,-16.79576865823205,16.164384841918945,,TNS: 2025bei
ANT2025ealzghq69oy8,60300,136.74321350410173,22.22595607808464,18.474424362182617,,TNS: 2025awg
ANT2025p7gxd8bsjyc0,60300,154.61377666839388,-26.73289302960877,16.553485870361328,,TNS: 2025bag; Class: SN Ia; z=0.032
ANT2025voj6knquv1e1,60300,119.26475158722108,22.522240776697345,17.77016258239746,,TNS: 2025ard; Class: SN Ia; z=0.0478
ANT2025bmp680sdehku,60300,116.90005,5.625724599999998,18.052040100097656,,TNS: 2025azh; Class: SN Ia; z=0.056
ANT2025ilgbsve3qja1,60300,37.98288351738397,3.522226472561769,17.668357849121094,,TNS: 2025aph; Class: SN II; z=0.022
ANT20254irpno7fbwy6,60300,83.06112628219894,-19.090858525752186,18.301958084106445,,TNS: 2025bod
ANT20250cn90sl6cnmp,60300,144.13909455000004,-5.110317550000005,17.538480758666992,,TNS: 2025apl; Class: SN Ia; z=0.04
ANT2025jqv1nsybpjni,60300,151.8057375,2.9031239665452944,17.831253051757812,,TNS: 2025aot; Class: SN Ic; z=0.02183
ANT2025dcqioe7c0e2y,60300,133.25637774092206,41.82464923381295,18.175573348999023,,TNS: 2025ail
ANT2025g5rvwtyrgflr,60300,106.32832238910004,58.14432422722045,18.44036674499512,,
ANT2025zsenwxl95b0w,60300,210.69239854999995,-2.0855054787451763,18.126903533935547,,TNS: 2025ayo; Class: SN Ia; z=0.052
ANT2025xmj9lacbigol,60300,237.4983199858208,17.415737815614904,16.9124813079834,,TNS: 2025asr; Class: SN Ia; z=0.04
ANT2025btu34ywtc47v,60300,108.1129122,50.29321430000002,18.35136604309082,,
ANT2025126xyn9r51se,60300,192.57508427257943,14.410103378423456,18.281694412231445,,TNS: 2025atg
ANT202544tqeax6gvy7,60300,195.98289351961216,-20.942297412547006,17.63871955871582,,TNS: 2025azl; Class: SN IIb; z=0.02
ANT2025j5ptbie5rvaj,60300,151.70233761328444,39.53041630722888,17.848012924194336,,TNS: 2025arz
ANT20257gdjsdb8bok4,60300,272.5405626067705,50.25002766764694,18.02128028869629,,TNS: 2025bvs
ANT2025a0h600hbim8a,60300,255.06616713833705,36.22638594219979,17.976085662841797,,TNS: 2025bzk
ANT2025d9cxwedw713l,60300,45.81833465000001,-2.348073333906868,18.012216567993164,,TNS: 2025boh
ANT2025ky3d8ji8k1n1,60300,173.48266315,1.637608656329391,18.05795669555664,,TNS: 2025bvg
ANT2025ghbxrk74c0ur,60300,235.5124204,-19.47902560000001,11.14108657836914,,
ANT2025qy0ic7ksn8dj,60300,209.1987163,-13.42134680000001,17.978321075439453,,
ANT2025ea4ob5fk7aud,60300,150.80452808120648,9.595449951301418,18.3945255279541,,TNS: 2025bvc
ANT2025kf9exnh34ymi,60300,85.4683241888324,62.90781403706242,18.142662048339844,,TNS: 2025buw
ANT2025r24q78e8suww,60300,64.62663820109367,33.77111156573143,15.644068717956545,,TNS: 2025aue; Class: SN Ia-91T-like; z=0.019
ANT2025pzpe1snbjuy7,60300,215.574552367754,50.50837490508925,17.448400497436523,,TNS: 2025baq; Class: SN Iax[02cx-like]; z=0.025
ANT2025jnb3bwd5txiv,60300,230.260664893914,33.09477588843689,18.21800994873047,,TNS: 2025bbw; Class: SN Ia; z=0.081
ANT2025p5sxhvynbko3,60300,212.5306946,-8.715098340807572,18.02653884887696,,
ANT2025jrxkj96bk8e9,60300,201.527237770847,24.726402031509608,17.996999740600586,,TNS: 2025axg
ANT2025vmj1ywpmh76x,60300,216.82039015,-0.9214662473490876,17.974319458007812,,TNS: 2025bzq
ANT2025ywlyx3m6aa0j,60300,118.29861877004684,13.02886531608469,18.33703994750977,,TNS: 2025bsi
ANT20259s79g1qtyjf6,60300,231.71932641481305,-17.637895714770124,17.903291702270508,,
ANT2025eygcicaouoc4,60300,94.74628405794115,-24.6275112067313,15.999297142028809,,TNS: 2025brs; Class: SN Ia; z=0.00952
ANT2025ncm86pb8j6bt,60300,116.10828672326411,-27.47967692567434,18.32047462463379,,
ANT2025kocrxv2ht9m4,60300,213.5369053,3.2246806984178704,16.443954467773438,,TNS: 2025bbe; Class: SN Ia; z=0.026833
ANT20257jkmek8h4vst,60300,154.96488443846795,55.43174094739368,16.41605567932129,,TNS: 2025bdr; Class: SN Ia-91T-like
ANT20252stindehk72s,60300,138.4435764006232,34.83940328358819,18.275619506835938,,TNS: 2025cuf; Class: SN Ia; z=0.023717
ANT2025t44laia9g4av,60300,202.9028451,-23.3772972,15.328700065612791,,
ANT20254by4lubsaq2o,60300,102.4650505813846,23.36657703651659,17.26288414001465,,
ANT2025iv1gpyq933g0,60300,108.74294841286168,22.451769571228,17.969722747802734,,
ANT2025f8976axes9hb,60300,102.33522979999996,22.5156145,17.60202980041504,,
ANT20258zj355b1djys,60300,292.0927085857608,56.580051586748695,17.697341918945312,,TNS: 2025cbq; Class: SN Ia-pec; z=0.024764
ANT2025hjhfcz4a9gpg,60300,62.47651746784037,-12.412846457727651,16.310733795166016,,TNS: 2025bol; Class: SN Ia; z=0.03
ANT2025q56lnmnbe1a2,60300,271.2270721572381,39.6806120251928,17.89651870727539,,TNS: 2025cff; Class: SN Ia; z=0.041
ANT2025wguvdcxdl8y8,60300,151.16069049728864,37.07625590522574,18.33254051208496,,TNS: 2025bwp; Class: SN II; z=0.041433
ANT20256ql7ndtaexm9,60300,199.2120047,-3.05763600341426,17.297813415527344,,TNS: 2025cac; Class: SN Ia; z=0.048
ANT20254u6c2m13t948,60300,147.6865543732341,27.30245656217328,17.788949966430664,,TNS: 2025cku; Class: SN II; z=0.08
ANT2025qk1tnnusmn9t,60300,144.7115575999462,50.85770125001579,18.17102432250977,,
ANT2025bzg7m67e1n9u,60300,152.9125083,-25.15170895548877,17.397220611572266,,TNS: 2025cxh
ANT2025y4z0mj5ubs3a,60300,158.28301271018975,28.43682009379585,16.28291130065918,,TNS: 2025coe; Class: SN Ib-pec; z=0.00472
ANT202501x9gluo5196,60300,131.29703731357677,-8.414322782121204,18.232328414916992,,TNS: 2025chq
ANT202533lwx8et8su2,60300,136.50606770794815,51.41270205261615,18.120624542236328,,TNS: 2025cfs; Class: SN Ia; z=0.073
ANT20255d4vjyzn36j2,60300,296.8678855,74.4487061,17.243125915527344,,TNS: 2025djk
ANT2025sxnddgtnl2rz,60300,101.35131835,14.334924924520266,16.744192123413086,,TNS: 2025cxg; Class: SN Ia; z=0.02
ANT20256r5qfc04fpxz,60300,143.6814434347721,-21.931089866693043,15.172727584838867,,TNS: 2025efc; Class: SN Ia; z=0.0163
ANT20251nr4x6ngodbr,60300,121.37316457863486,37.53672227338527,16.821964263916016,,TNS: 2025dyt; Class: SN Ia; z=0.03369
ANT20255b0trcbm5hmx,60300,142.21638366668108,52.68586057758663,17.626710891723633,,TNS: 2025dkj; Class: SN Ia; z=0.046864
ANT2025yuw5hex5udy3,60300,234.3680823,5.819814902188611,17.19116973876953,,TNS: 2025dyo; Class: SN Ia; z=0.039
ANT20252ea000vd0uj0,60300,225.8662894667251,10.60352921598465,17.0164852142334,,TNS: 2025dhv; Class: SN Ia; z=0.04066
ANT20251x7ndondxrb4,60300,82.86916922923757,7.163298096582977,17.408437728881836,,TNS: 2025fmz
ANT20250vkk88x9j3av,60300,112.8123742,21.10804327201637,18.42508888244629,,TNS: 2025emr
ANT20252qv191mf4u2k,60300,149.81005332952077,28.30182178744132,18.04827690124512,,TNS: 2025eum; Class: SN Ia; z=0.065
ANT2025jirh0djhiqel,60300,117.18533482127958,66.19744023364251,17.069440841674805,,TNS: 2025fpz
ANT20255xmfem0cmozn,60300,118.62972299999994,-6.912980750000159,14.127507209777832,,
ANT202591u1iz7oh3z0,60300,222.3480209980223,-6.64783515501351,18.35944557189941,,TNS: 2025fed
ANT2025evohk94wsq49,60300,101.17865197274485,77.72600004920525,17.259429931640625,,TNS: 2025dyv; Class: SN Ia; z=0.038
ANT2025iw9e26bzlxlx,60300,287.6644021162723,37.16985819783163,15.374244689941406,,TNS: 2025fwb
ANT2025siz9fptwdok4,60300,268.9959593502925,7.710316413981161,17.292877197265625,,TNS: 2025fwc
ANT2025lpnbdv0gg15d,60300,279.24366741763885,30.70701530581377,17.710346221923828,,TNS: 2025eqm; Class: SN Ia; z=0.065
ANT2025ligvy1kcapke,60300,281.3833603405634,23.82471252104125,16.31990623474121,,TNS: 2025fbc
ANT20251v25arvi9yvg,60300,281.9505958346305,44.42404946431108,18.149375915527344,,TNS: 2025fae
ANT2025utyzppwyovkp,60300,281.0539454963832,46.23049076350181,18.18577003479004,,TNS: 2025fax
ANT20250132sf3eq1px,60300,128.47170575370936,57.53953208625379,17.558143615722656,,TNS: 2025fds; Class: SN; z=0.026
ANT202532i2knf0ue79,60300,205.2517976616165,39.05818558813938,18.19776153564453,,TNS: 2025fdq; Class: SN II; z=0.02
ANT2025qp6fr9ktow4h,60300,301.5204069121369,6.7726162613698335,16.78860092163086,,
ANT2025fxo0srn0dudi,60300,114.9641093,-10.646275433445012,17.60425567626953,,
ANT20252y3jds8senev,60300,101.6888132,15.640689259683723,17.40227508544922,,
ANT2025u32sbpe29pz3,60300,105.5716979834205,59.42812471961883,18.23553276062012,,TNS: 2025hdw
ANT2025t6j00bpd9g9t,60300,185.0548795651488,29.07018447178672,18.09980010986328,,TNS: 2025gxc
ANT2025ycqqkvkpg1bz,60300,295.459705759304,38.29761901626176,16.617399215698242,,
ANT2025kg74qj2kx9vf,60300,237.59751472480824,25.91947016754188,15.873748779296877,,TNS: 2025gvs; Class: SN II; z=0.007165
ANT2025apo0kdeb5l7s,60300,126.21842025,2.8943666401835912,15.614639282226562,,TNS: 2025gtd
ANT2025178e4gnx8q3u,60300,297.87579384977766,12.554716195970784,16.775501251220703,,TNS: 2025hyz
ANT20259ial3uag14vv,60300,107.79784108208166,50.17436498968673,17.192262649536133,,TNS: 2025hlm; Class: SN Ia-91bg-like; z=0.019764
ANT2025xtf1c7rqceth,60300,238.27085546308373,20.6357006605609,17.90317726135254,,TNS: 2025hxf; Class: SN II; z=0.0262
ANT202563m521ig3c0d,60300,145.40098975571124,-11.45793718630263,18.18249130249023,,TNS: 2025idz
ANT2025foeio780x4eh,60300,175.3421073397653,-26.578977603116755,17.34117317199707,,TNS: 2025idy
ANT20252oa2azuwpbk2,60300,282.5583479,-14.20116920000001,15.833348274230955,,
ANT20252utvhs0lqnnw,60300,313.7154443511767,65.16043071892933,18.23820304870605,,TNS: 2025hxt
ANT2025tdk31m4d460s,60300,172.3125629676857,-7.183121579128667,18.38804244995117,,TNS: 2025khg
ANT2025l8r141d2y6iz,60300,288.2960578729364,37.05665155660133,17.02307891845703,,TNS: 2025jpl
ANT2025l105hk07u87p,60300,198.991664942996,17.16571948279389,17.605289459228516,,TNS: 2025iew; Class: SN II; z=0.023
ANT2025xavmrranlqi3,60300,251.36159147003963,65.59108457620619,18.3681697845459,,TNS: 2025khl
ANT2025tp1lqjvumk5d,60300,281.8958990437756,29.099457573797,16.304424285888672,,TNS: 2025jpj
ANT2025xirqle64z9e9,60300,233.5086115043255,3.918216452610409,17.816814422607422,,TNS: 2025iqz
ANT20257x2xmyx5s3c2,60300,273.7838590461204,41.36491874535134,14.762127876281738,,TNS: 2025kej
ANT2025q30oradsstlz,60300,216.30416070000004,-7.145912635591401,18.08989143371582,,TNS: 2025kdt
ANT20251dcjunevbg2v,60300,253.33621395,-8.425645109826817,16.841211318969727,,TNS: 2025ljt
ANT2025osqwu0mz4mfs,60300,271.53337186579364,31.629980016545616,16.639135360717773,,TNS: 2025kyb; Class: CV; z=0.0
ANT2025vtrhkvlex97q,60300,303.3066692888818,11.90071668620986,14.987582206726074,,
ANT2025horrkys8e0mj,60300,226.32222164573744,-10.303817008818314,17.98699188232422,,TNS: 2025lyf; Class: SN Ia; z=0.034
ANT2025zji4cmog8qs6,60300,303.8224375710279,-12.490715990869065,16.984161376953125,,TNS: 2025kvd; Class: CV; z=0.0
ANT2025s75z8xml6yqn,60300,340.6997355,51.50387229148582,16.46373748779297,,TNS: 2025kyy; Class: SN Ia; z=0.06
ANT2025zkbrxgzuo45q,60300,190.9676593,-0.5609082998514623,17.657611846923828,,TNS: 2025mqc; Class: SN Ib; z=0.0087
ANT202593i4uler93t5,60300,231.6608121695108,6.107438710786255,18.13098526000977,,TNS: 2025lic; Class: SN; z=0.042
ANT2025gufo1p55ngt2,60300,279.97182423564936,12.344129804783025,17.599668502807617,,
ANT20257cdzyqiyph5z,60300,295.1700525,55.73690421696205,17.1903018951416,,TNS: 2025mxo
ANT20253p2wqcrpe3cv,60300,233.81951547727093,30.86548382826578,15.77437686920166,,TNS: 2025ngs; Class: SN II; z=0.0063
ANT2025x78b3r12pwdr,60300,303.64329407930234,25.274001070054737,16.625123977661133,,
ANT2025ylwiogjafi4v,60300,278.71356712579245,22.15477244532117,16.19190216064453,,TNS: 2025nda
