ztfid,recommendation_mjd,ra,dec,latest_magnitude,score,comment
ANT2024me27xcwuydxt,60300,283.88978385,-0.3175422485364549,17.13164520263672,,
ANT2025h50kqhgrn3vp,60300,154.2254352999998,-5.866450341787783,17.238122940063477,,TNS: 2025yz; Class: SN Ia; z=0.038353
ANT20250zh1phld07st,60300,76.30339547259038,-20.37978558422745,18.58890724182129,,TNS: 2025akw
ANT2025pdibjfqv4wub,60300,77.7613742,-0.2606274004138527,18.67690086364746,,TNS: 2025bc
ANT2025jt3xfejr1hsu,60300,66.9910888,0.9929120042340288,19.081785202026367,,TNS: 2025wg
ANT202513552bjcitqg,60300,9.494102580353346,8.637095363417842,17.961477279663086,,TNS: 2025arw
ANT2025klueti8kbb9b,60300,243.6461803780915,34.22400341379028,17.16629981994629,,TNS: 2025my; Class: SN Ia; z=0.0291
ANT2025vhrwf4281n8s,60300,241.706162080386,51.88682153631252,18.798723220825195,,TNS: 2025ado
ANT20258i4bw231mtli,60300,163.0043575861963,-20.08594635795167,17.027725219726562,,
ANT2025gmfu4kei74jl,60300,46.953747649999535,-4.260354610653067,18.07210159301757,,TNS: 2025afh; Class: SN Ia; z=0.031
ANT2025dg1jatint1wl,60300,31.077905850000008,-8.740995046648848,17.684696197509766,,TNS: 2025yn; Class: SN II; z=0.017
ANT20256jqeorf8pfgd,60300,243.60187050000087,-6.024120665193621,17.689022064208984,,TNS: 2025aob
ANT2025voj6knquv1e1,60300,119.26475158722108,22.522240776697345,17.77016258239746,,TNS: 2025ard; Class: SN Ia; z=0.0478
ANT20246o7c3wqymqar,60300,166.45646185,-0.0349139499954986,13.939496994018556,,TNS: 2024aecx; Class: SN Ic; z=0.002665
ANT2025vbijli50adss,60300,220.19383315001824,21.35699278319386,18.969581604003903,,TNS: 2025asx
ANT2024nt4wzvmgvqj3,60300,123.43898770755013,-11.400122467834649,14.450478553771973,,
ANT2025i641u7q0qhyf,60300,223.1010681,3.716166506741658,18.709604263305664,,TNS: 2025bdy
ANT2025btu34ywtc47v,60300,108.1129122,50.29321430000002,18.35136604309082,,
ANT2025f7t3a8dnf5g8,60300,202.74321124794807,-21.84615414746682,18.312938690185547,,TNS: 2025iw; Class: SN II; z=0.0243
ANT2025mdi9l3vtw4ts,60300,212.6998535,-6.276597600000002,19.148679733276367,,
ANT20259rzmtiaef7dm,60300,130.7405983166033,37.56109976013722,18.746967315673828,,TNS: 2024afkb
ANT20245b2ib27pyg5a,60300,108.45111525529045,50.257602207170045,17.20281410217285,,TNS: 2024abtu; Class: SN Ic; z=0.017682
ANT2025q9kj1m7m2kgk,60300,136.7634261682609,38.32644414902008,17.953853607177734,,TNS: 2025aec; Class: SN Ia; z=0.055
ANT2025jfrnprwmd8et,60300,54.6463517,-3.1978527049789847,20.245262145996097,,
ANT2025ghbxrk74c0ur,60300,235.5124204,-19.47902560000001,11.14108657836914,,
ANT2025qy0ic7ksn8dj,60300,209.1987163,-13.42134680000001,17.978321075439453,,
ANT20258g2bbzcgfe7t,60300,212.6899623999892,-6.272799869722292,19.0446834564209,,
ANT2025ei2gux3xlwwk,60300,212.9205285,-13.475660010221633,18.975372314453125,,
ANT2025anwzh0qmgqhb,60300,76.2223285001304,-24.40862530351214,19.0882511138916,,TNS: 2025aaq
ANT2025rpd014lxzbiv,60300,228.82983308802653,24.59816963276289,18.959333419799805,,TNS: 2025auc
ANT2025kjkkcumumoq7,60300,273.3263017,26.0228466,18.50374984741211,,TNS: 2025aor
ANT2025b8hdumbi2kkp,60300,54.65321493416488,-6.53592737131072,19.09728240966797,,TNS: 2025axo
ANT2025fqislhjgakdn,60300,132.5685270608745,-9.109508250201372,18.91309928894043,,TNS: 2025apm
ANT2025h616lhwb91xw,60300,145.10323491545074,66.41219159179,19.37659454345703,,TNS: 2025bdk
ANT2024hp2cttf4noyo,60300,152.66869967133724,-2.4347398185066,17.391496658325195,,TNS: 2024adml; Class: SN Ic-BL; z=0.037
ANT2025eygcicaouoc4,60300,94.74628405794115,-24.6275112067313,15.999297142028809,,TNS: 2025brs; Class: SN Ia; z=0.00952
ANT2025yjxdqqkxhr4s,60300,143.2774318,11.605242294679826,18.1232967376709,,
ANT2025j5w5a8rbkdtd,60300,255.41113830172804,10.578187410643537,18.891332626342773,,TNS: 2025tn
ANT2025uv57pvqe12th,60300,120.9249117922611,60.612441277161714,17.60321044921875,,TNS: 2025pp
ANT20250b74la013byo,60300,108.0609709,7.231765374146377,19.10773277282715,,
ANT2025epbh67hmhuyg,60300,128.56322056808523,29.70479541381509,19.53489875793457,,TNS: 2025cib
ANT2025e61oet07vbb2,60300,245.0918983,-4.343707364822038,19.323299407958984,,TNS: 2025cja
ANT2025ghcz6qw5fese,60300,115.33820183402402,23.35379636415395,19.63283348083496,,TNS: 2025coj
ANT2025shs9jmx17iyl,60300,186.4692989911801,-19.616689855491543,19.12611961364746,,
ANT20247dwqxz45945v,60300,34.71691930253789,33.721845808424284,17.303627014160156,,TNS: 2024admc; Class: SN Ib/c; z=0.0168
ANT2025ev9wdxfuhyhm,60300,55.206191763434354,39.6189958809352,18.14089012145996,,TNS: 2025bec
ANT2025dx9aoacxzx3m,60300,42.84185523689268,17.18061602816057,18.17072486877441,,TNS: 2025tt; Class: SN Ic-BL; z=0.045
ANT2024z8fm9oi76xh5,60300,62.66872545810339,29.68131273331315,18.27359962463379,,TNS: 2024agkn
ANT2024382nx87bbpk3,60300,44.50581391412325,41.71394165969976,18.249202728271484,,TNS: 2024afao; Class: SN Ic; z=0.05
