ztfid,recommendation_mjd,ra,dec,latest_magnitude,score,comment
ANT20253qiqfnn98e4x,60300,161.25756945343622,76.6867207572222,17.314983367919922,38.0,TNS: 2025ass; Class: SN Ia; z=0.03
ANT2025vmj1ywpmh76x,60300,216.8203841,-0.9214641000000086,17.974319458007812,36.99,TNS: 2025bzq
ANT20256jqeorf8pfgd,60300,243.60188505,-6.024095068497914,17.689022064208984,35.0,TNS: 2025aob
ANT202533lwx8et8su2,60300,136.50607001153082,51.41270121651985,18.264768600463867,43.0,TNS: 2025cfs
ANT2024382nx87bbpk3,60300,44.50581391412325,41.71394165969976,18.249202728271484,38.98,TNS: 2024afao; Class: SN Ic; z=0.05
ANT2025j5ptbie5rvaj,60300,151.70234882184198,39.530433102912994,17.848012924194336,34.0,TNS: 2025arz; Class: SN Ia; z=0.065
ANT20258xxgl62h6yii,60300,143.16478642384348,-24.859552456148776,17.38081169128418,36.0,TNS: 2025emd
ANT20253ysoma9oe1yj,60300,206.77214976034347,0.3998504007713279,18.56548309326172,33.0,TNS: 2025eui; Class: SN Ia; z=0.09
ANT2024xtd55tcl3g2u,60300,104.65218870366394,77.83990289547098,19.1541805267334,70.0,TNS: 2024vhq
ANT2024bbgd5gx947zl,60300,152.95161331012343,30.77908334110373,19.09503746032715,48.0,TNS: 2024ydw
ANT2025azow07iouxrr,60300,137.1780131599399,44.81302717656536,17.95880126953125,34.6,TNS: 2025ane; Class: SN II; z=0.027
ANT2025q9zvjkfsyrqp,60300,151.11081922546643,38.343791451772105,19.219181060791016,33.0,TNS: 2025dvb
ANT2024xhjzbpzj10wu,60300,150.45274633806648,22.984422058483773,19.705900192260746,32.0,
ANT2025qsleke4ujd21,60300,70.97890001027154,9.95898718614059,18.510400772094727,31.99,TNS: 2025cos
ANT2024t98lrfa4vra1,60300,122.9974088138066,8.737763939850879,11.977473258972168,31.0,
ANT2025ie5h7rf81yrc,60300,267.72663490294264,29.78463680885516,17.336740493774414,24.0,TNS: 2025uo
ANT2025iuawtw92onvs,60300,230.6779887,30.04137209999999,18.54846572875977,18.0,TNS: 2025dir
ANT2025g2kz723we9kd,60300,229.1498012635488,29.31119945298446,18.902299880981445,11.0,TNS: 2025dip
ANT2025dcqioe7c0e2y,60300,133.25637269680198,41.82464698940266,18.10728073120117,30.99,TNS: 2025ail; Class: SN II; z=0.04256676
ANT202541t1esm1ubza,60300,143.32266951247632,67.13858667594417,19.31164169311523,37.0,TNS: 2025fob
ANT20253kuwjeql3ll8,60300,136.16013669750853,18.46668271615956,15.463980674743652,30.0,TNS: 2025oq; Class: SN Ic-BL; z=0.01133
ANT2025g6jzcqy9kq1k,60300,119.64355906167737,66.30942801260463,18.85621833801269,32.0,TNS: 2025esm
ANT2025ugsbo5fju30y,60300,116.4166877,51.8129753,18.390844345092773,31.0,TNS: 2025ezs
ANT2025w6domg1h4t5g,60300,229.78978784844347,51.14636624390524,17.911909103393555,31.0,TNS: 2025gwz
ANT20253p1fnpw18nxt,60300,159.27705511097824,-7.467907610052379,17.874982833862305,37.0,TNS: 2025cnu
ANT2024m7qd0g1kphzj,60300,242.30618776254755,43.95097040299514,18.94669914245605,48.0,TNS: 2024agir; Class: SLSN-I; z=0.3878
ANT2025sprp69i9rf6f,60300,242.2040903500001,-10.3480205145556,18.939565658569336,36.0,TNS: 2025gyd
ANT2025dixphrnqnbjl,60300,195.60420432003613,-16.00025715013976,19.07309913635254,44.99,TNS: 2025ftw
ANT20250eaij4l8k53y,60300,198.249563982673,-19.10697696905993,18.84165954589844,38.0,TNS: 2025bzv
ANT2024w6nn168caegw,60300,225.00479498118983,72.70091918768598,18.28033828735352,43.98,TNS: 2024svw
ANT20255ndze8i4bhy2,60300,230.9692661,5.160005999999996,19.346281051635746,35.0,TNS: 2025hyi
ANT2024pcedwu51c9td,60300,248.90244627836407,48.73381426413588,18.19935607910156,52.0,TNS: 2024xhj; Class: SN II; z=0.03
ANT20231w61tx3b7kc6,60300,12.56121976167319,41.45843175018169,19.035999298095703,38.99,TNS: 2023aebz
ANT2025pmd2wv30qr71,60300,225.72430434999984,5.210254506489704,19.220111846923828,35.0,TNS: 2025hxa
ANT2025y6pcfa8sr1ra,60300,144.5544194648198,48.38650814105701,18.53611946105957,35.0,TNS: 2025qq; Class: SN II; z=0.016
ANT2025jqv1nsybpjni,60300,151.80574341742445,2.9031211613180687,17.831253051757812,53.99,TNS: 2025aot; Class: SN Ic; z=0.02183
ANT2025wvtss36xedyi,60300,245.42910792638187,65.64970055602045,18.948802947998047,42.0,TNS: 2025hyl
ANT2025ng37gh05j7m9,60300,260.29222847676965,68.45890173812512,17.479230880737305,31.0,TNS: 2025iik
ANT20254u6c2m13t948,60300,147.6865591450426,27.30245081161201,17.480106353759766,39.0,TNS: 2025cku; Class: SN II; z=0.08
ANT2025bmojvzmfgm6x,60300,190.3544969979312,-8.612461295266371,19.17926025390625,33.0,TNS: 2025hmc
ANT2025xtf1c7rqceth,60300,238.27085546308373,20.6357006605609,17.90317726135254,37.97,TNS: 2025hxf; Class: SN II; z=0.0262
ANT20250wwig6uuyl2v,60300,274.50492213292114,44.1639264867788,19.065065383911133,34.0,TNS: 2025bed
ANT2025ncn8facjbfea,60300,239.9277165439944,47.26215357041662,17.547300338745117,31.0,TNS: 2025fca
ANT20240yb2v0amgcmh,60300,276.6330294822336,63.46429176458601,19.25690078735352,65.99,
ANT2024znv9avlj9xet,60300,190.35796006534,-8.471996718822652,17.799800872802734,41.0,TNS: 2024abmp; Class: SN II; z=0.025
ANT2025munxk4pfr5au,60300,289.7311353417857,52.60404320851519,19.15165328979492,39.89,TNS: 2025kfq
ANT2024dvq8k5ah5y1o,60300,233.48796456038733,4.323714266620129,18.842300415039062,36.0,TNS: 2023acmb; Class: SN IIn; z=0.038
ANT20259e7yceul08h3,60300,234.4053609463718,-8.720935948821392,15.87371826171875,34.0,TNS: 2025gxs; Class: SN Ia; z=0.02409
ANT2025zxmaaga2ctwi,60300,242.26790842267445,1.0584726980253265,17.920042037963867,39.0,TNS: 2025imc; Class: SN Ia; z=0.053
ANT2024ojhmbm6uwyrc,60300,239.2403984817892,19.47485148836093,17.753223419189453,59.97,TNS: 2024zxj; Class: SN II; z=0.11
ANT2025rdjfxs20u8dk,60300,274.3865522329951,42.17727255383025,17.964479446411133,47.66,TNS: 2025jae; Class: SN Ia; z=0.057416
ANT2025horrkys8e0mj,60300,226.32222164573744,-10.303817008818314,17.568565368652344,41.0,TNS: 2025lyf; Class: SN Ia; z=0.034
ANT2025cpdqyrlkc1q0,60300,254.17437540000003,2.870176397743407,18.09678077697754,30.0,TNS: 2025ann; Class: SN II; z=0.030498
ANT20251zhfcbq84fp1,60300,163.03330139153272,79.11131085252326,17.513120651245117,49.0,TNS: 2025kmt; Class: SN Ia; z=0.054
ANT2025yr1x7eam49fp,60300,290.6505362279098,75.58959042782857,18.681272506713867,43.98,TNS: 2025lgu; Class: SN Ia; z=0.079
ANT20251ox8zmihbglk,60300,214.8415533,-1.7857065000000034,19.983699798583984,35.0,
ANT2025cj8ngws625hq,60300,267.1620365587912,29.761259115145087,17.788799285888672,60.0,TNS: 2025cxf; Class: SN II; z=0.0561
ANT202532i2knf0ue79,60300,205.25180384071007,39.05818991090958,17.380699157714844,47.98,TNS: 2025fdq; Class: SN II; z=0.02
ANT2025nohp5ls4uq6z,60300,251.5766321306094,44.92036160294919,19.49957847595215,36.0,TNS: 2025lzg
ANT2025oockx4s85czi,60300,274.24586820979385,55.9013410344832,19.854923248291016,35.0,TNS: 2025mui
ANT2025d60bfr95anxm,60300,264.5013512496734,69.97462750237898,16.926393508911133,32.0,TNS: 2025ina; Class: SN Ia; z=0.037963
